万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
002820.SZ,002820,20260325,100536030,15956637,C,0, ,0,100,0,15929510
002820.SZ,002820,20260325,100536030,15956639,C,0, ,0,100,0,15929511
002820.SZ,002820,20260325,100536030,15956641,C,0, ,0,100,0,15929513
002820.SZ,002820,20260325,100536720,15959552,0,0,B,108900,1000,13188599,15959551
002820.SZ,002820,20260325,100536720,15959553,0,0,B,108900,700,15176528,15959551
002820.SZ,002820,20260325,100539730,15970340,C,0, ,0,100,0,15959571
002820.SZ,002820,20260325,100539730,15970343,C,0, ,0,100,0,15959572
002820.SZ,002820,20260325,100539730,15970344,C,0, ,0,100,0,15959575
002820.SZ,002820,20260325,100541080,15976128,C,0, ,0,1700,0,2930914
002820.SZ,002820,20260325,100542680,15983812,C,0, ,0,800,198158,0
002820.SZ,002820,20260325,100542790,15984299,0,0,S,108800,100,15984298,15923864
002820.SZ,002820,20260325,100542790,15984300,0,0,S,108700,500,15984298,15788093
002820.SZ,002820,20260325,100542790,15984301,0,0,S,108700,200,15984298,15788096
002820.SZ,002820,20260325,100547690,16005701,0,0,B,108900,200,15176528,16005700
002820.SZ,002820,20260325,100550080,16015228,0,0,B,108900,100,15176528,16015227
002820.SZ,002820,20260325,100551110,16018945,0,0,B,108900,600,15176528,16018944
002820.SZ,002820,20260325,100551110,16018946,0,0,B,108900,100,15371987,16018944
002820.SZ,002820,20260325,100551110,16018947,0,0,B,108900,400,15713574,16018944
002820.SZ,002820,20260325,100551110,16018948,0,0,B,108900,300,15842071,16018944
002820.SZ,002820,20260325,100551110,16018949,0,0,B,108900,600,15877232,16018944
002820.SZ,002820,20260325,100552010,16022402,0,0,S,108800,500,16022401,15986214
002820.SZ,002820,20260325,100552010,16022403,0,0,S,108800,400,16022401,15997863
002820.SZ,002820,20260325,100552850,16025823,0,0,B,108900,700,15877232,16025822
002820.SZ,002820,20260325,100553710,16029447,0,0,B,108900,300,15956609,16029446
002820.SZ,002820,20260325,100553710,16029448,0,0,B,108900,600,15967725,16029446
002820.SZ,002820,20260325,100553710,16029449,0,0,B,108900,100,16002045,16029446
002820.SZ,002820,20260325,100553840,16029798,0,0,B,108900,100,16002045,16029797
002820.SZ,002820,20260325,100553840,16029799,0,0,B,109000,900,6365507,16029797
002820.SZ,002820,20260325,100557990,16044689,C,0, ,0,200,15423644,0
002820.SZ,002820,20260325,100603950,16069175,0,0,B,108900,1000,16046922,16069174
002820.SZ,002820,20260325,100603950,16069176,0,0,B,108900,300,16063697,16069174
002820.SZ,002820,20260325,100603950,16069177,0,0,B,109000,2100,6365507,16069174
002820.SZ,002820,20260325,100603950,16069178,0,0,B,109000,2000,6565328,16069174
002820.SZ,002820,20260325,100603950,16069179,0,0,B,109000,900,7786410,16069174
002820.SZ,002820,20260325,100603950,16069180,0,0,B,109000,200,9040996,16069174
002820.SZ,002820,20260325,100604150,16070108,0,0,B,109000,800,9040996,16070107
002820.SZ,002820,20260325,100604150,16070109,0,0,B,109000,100,11789905,16070107
002820.SZ,002820,20260325,100604150,16070110,0,0,B,109000,1000,11865737,16070107
002820.SZ,002820,20260325,100605320,16075396,0,0,B,109000,600,11865737,16075395
002820.SZ,002820,20260325,100607370,16083988,0,0,B,109000,400,11865737,16083987
002820.SZ,002820,20260325,100607370,16083989,0,0,B,109000,300,12990645,16083987
002820.SZ,002820,20260325,100607370,16083990,0,0,B,109000,300,13097368,16083987
002820.SZ,002820,20260325,100611030,16098734,0,0,B,109000,700,13097368,16098733
002820.SZ,002820,20260325,100611030,16098735,0,0,B,109000,800,14123700,16098733
002820.SZ,002820,20260325,100611030,16098736,0,0,B,109000,1900,15000139,16098733
002820.SZ,002820,20260325,100611030,16098737,0,0,B,109000,900,15207402,16098733
002820.SZ,002820,20260325,100611030,16098761,C,0, ,0,1300,0,12038737
002820.SZ,002820,20260325,100613360,16109342,0,0,B,109000,500,15207402,16109341
002820.SZ,002820,20260325,100613370,16109380,0,0,B,109000,500,15207402,16109379
002820.SZ,002820,20260325,100613710,16111058,C,0, ,0,200,27138,0
002820.SZ,002820,20260325,100613880,16111684,0,0,B,109000,200,15207402,16111683
002820.SZ,002820,20260325,100613880,16111686,0,0,B,109000,900,15207402,16111685
002820.SZ,002820,20260325,100613880,16111687,0,0,B,109000,1900,15432394,16111685
002820.SZ,002820,20260325,100613880,16111691,0,0,B,109000,1000,15432394,16111690
002820.SZ,002820,20260325,100613890,16111694,0,0,B,109000,100,15432394,16111693
002820.SZ,002820,20260325,100613890,16111695,0,0,B,109000,800,15699549,16111693
002820.SZ,002820,20260325,100613890,16111697,0,0,B,109000,800,15699549,16111696
002820.SZ,002820,20260325,100613900,16111759,0,0,B,109000,200,15699549,16111758
002820.SZ,002820,20260325,100614050,16112357,C,0, ,0,200,0,11079125
002820.SZ,002820,20260325,100614160,16112693,C,0, ,0,100,0,11078856
002820.SZ,002820,20260325,100614520,16114688,0,0,B,109000,100,15699549,16114687
002820.SZ,002820,20260325,100614530,16114762,0,0,B,109000,600,15699549,16114761
002820.SZ,002820,20260325,100614530,16114764,0,0,B,109000,200,15699549,16114763
002820.SZ,002820,20260325,100614530,16114765,0,0,B,109000,100,15932008,16114763
002820.SZ,002820,20260325,100614530,16114766,0,0,B,109000,100,16034261,16114763
002820.SZ,002820,20260325,100614530,16114771,0,0,B,109000,300,16034261,16114770
002820.SZ,002820,20260325,100614540,16114785,0,0,B,109000,100,16034261,16114784
002820.SZ,002820,20260325,100614540,16114786,0,0,B,109000,300,16065794,16114784
002820.SZ,002820,20260325,100614540,16114793,0,0,B,109000,100,16065794,16114792
002820.SZ,002820,20260325,100614540,16114813,0,0,B,109000,200,16065794,16114812
002820.SZ,002820,20260325,100617370,16127513,0,0,B,109100,300,5475461,16127512
002820.SZ,002820,20260325,100617370,16127514,0,0,B,109100,1000,7086233,16127512
002820.SZ,002820,20260325,100617370,16127515,0,0,B,109100,500,7136091,16127512
002820.SZ,002820,20260325,100621100,16143195,0,0,B,109100,500,7136091,16143194
002820.SZ,002820,20260325,100621100,16143196,0,0,B,109100,800,8385381,16143194
002820.SZ,002820,20260325,100621100,16143197,0,0,B,109100,1800,12602439,16143194
002820.SZ,002820,20260325,100621110,16143273,C,0, ,0,1200,0,15707887
002820.SZ,002820,20260325,100622580,16149661,0,0,B,109100,100,12602439,16149660
002820.SZ,002820,20260325,100622600,16149716,0,0,B,109100,900,12602439,16149715
002820.SZ,002820,20260325,100623290,16152667,0,0,B,109100,2200,12602439,16152666
002820.SZ,002820,20260325,100623290,16152668,0,0,B,109100,700,13029920,16152666
002820.SZ,002820,20260325,100623340,16152855,0,0,B,109100,200,13029920,16152854
002820.SZ,002820,20260325,100624100,16155609,C,0, ,0,200,0,16115089
002820.SZ,002820,20260325,100624270,16156275,C,0, ,0,100,0,11079348
002820.SZ,002820,20260325,100624340,16156525,0,0,B,109100,100,13029920,16156524
002820.SZ,002820,20260325,100624810,16158137,0,0,B,109100,100,16132889,16158136
002820.SZ,002820,20260325,100627920,16171335,0,0,B,109100,300,16132889,16171334
002820.SZ,002820,20260325,100627920,16171336,0,0,B,109100,200,16151225,16171334
002820.SZ,002820,20260325,100629230,16176802,0,0,B,109100,500,16151225,16176801
002820.SZ,002820,20260325,100631400,16185485,0,0,B,109100,300,16151225,16185484
002820.SZ,002820,20260325,100635490,16201015,0,0,S,109000,200,16201014,16114812
002820.SZ,002820,20260325,100642620,16227216,C,0, ,0,500,0,16024159
002820.SZ,002820,20260325,100642820,16227930,C,0, ,0,2800,0,16224598
002820.SZ,002820,20260325,100646660,16241507,0,0,S,109000,100,16241506,16114812
002820.SZ,002820,20260325,100646660,16241508,0,0,S,109000,600,16241506,16120173
002820.SZ,002820,20260325,100646660,16241509,0,0,S,109000,200,16241506,16127772
002820.SZ,002820,20260325,100646660,16241510,0,0,S,109000,2900,16241506,16143225
002820.SZ,002820,20260325,100646660,16241511,0,0,S,109000,2500,16241506,16143227
002820.SZ,002820,20260325,100646660,16241512,0,0,S,109000,1200,16241506,16143272
002820.SZ,002820,20260325,100646660,16241513,0,0,S,109000,600,16241506,16227289
002820.SZ,002820,20260325,100646660,16241529,C,0, ,0,1200,0,16098760
002820.SZ,002820,20260325,100646660,16241530,C,0, ,0,1200,0,16029830
002820.SZ,002820,20260325,100646660,16241531,C,0, ,0,1200,0,15899648
002820.SZ,002820,20260325,100648560,16249023,0,0,B,109000,200,16246211,16249022
002820.SZ,002820,20260325,100648560,16249024,0,0,B,109100,500,16181317,16249022
002820.SZ,002820,20260325,100649680,16253557,C,0, ,0,14800,16249061,0
002820.SZ,002820,20260325,100651100,16258712,0,0,B,109100,1700,16181317,16258711
002820.SZ,002820,20260325,100657060,16279450,0,0,B,109000,700,16259032,16279449
002820.SZ,002820,20260325,100657430,16280814,0,0,S,108900,200,16280813,16075074
002820.SZ,002820,20260325,100659000,16287624,0,0,B,109000,1300,16259032,16287623
002820.SZ,002820,20260325,100659000,16287625,0,0,B,109000,200,16269863,16287623
002820.SZ,002820,20260325,100659000,16287626,0,0,B,109000,100,16275143,16287623
002820.SZ,002820,20260325,100702440,16303214,C,0, ,0,6000,0,16075074
002820.SZ,002820,20260325,100702890,16304588,C,0, ,0,400,0,12797536
002820.SZ,002820,20260325,100705700,16318846,0,0,B,109000,600,16275143,16318845
002820.SZ,002820,20260325,100705730,16318936,0,0,B,109000,400,16290575,16318935
002820.SZ,002820,20260325,100705810,16319340,0,0,B,109000,200,16303481,16319339
002820.SZ,002820,20260325,100705810,16319341,0,0,B,109000,200,16314017,16319339
002820.SZ,002820,20260325,100706970,16324979,0,0,B,109000,400,16314017,16324978
002820.SZ,002820,20260325,100707010,16325171,0,0,B,109000,1000,16322002,16325170
002820.SZ,002820,20260325,100709330,16335058,0,0,B,109100,100,16181317,16335057
002820.SZ,002820,20260325,100712500,16347324,0,0,S,109000,500,16347323,16333507
002820.SZ,002820,20260325,100714810,16355937,C,0, ,0,200,16197932,0
002820.SZ,002820,20260325,100715570,16358767,C,0, ,0,5400,0,16333507
002820.SZ,002820,20260325,100716250,16361516,0,0,S,109000,100,16361515,16337416
002820.SZ,002820,20260325,100719180,16374774,0,0,B,109100,700,16181317,16374773
002820.SZ,002820,20260325,100719180,16374775,0,0,B,109100,100,16209171,16374773
002820.SZ,002820,20260325,100719180,16374776,0,0,B,109100,4500,16235127,16374773
002820.SZ,002820,20260325,100719180,16374777,0,0,B,109100,100,16288717,16374773
002820.SZ,002820,20260325,100721110,16382646,0,0,B,109100,800,16288717,16382645
002820.SZ,002820,20260325,100721940,16386454,0,0,B,109100,100,16288717,16386453
002820.SZ,002820,20260325,100722760,16390366,0,0,S,109000,200,16390365,16386583
002820.SZ,002820,20260325,100724190,16395596,C,0, ,0,2300,0,14559600
002820.SZ,002820,20260325,100724190,16395597,C,0, ,0,200,0,11548635
002820.SZ,002820,20260325,100725690,16401324,0,0,S,109000,100,16401323,16388469
002820.SZ,002820,20260325,100727360,16408029,0,0,B,109100,100,16368839,16408028
002820.SZ,002820,20260325,100729360,16417380,0,0,B,109100,100,16402223,16417379
002820.SZ,002820,20260325,100730590,16422676,0,0,B,109000,3200,16422650,16422675
002820.SZ,002820,20260325,100730590,16422719,C,0, ,0,3300,0,16029804
002820.SZ,002820,20260325,100730590,16422721,C,0, ,0,1300,0,15581454
002820.SZ,002820,20260325,100731800,16429402,0,0,S,109000,100,16429401,16422705
002820.SZ,002820,20260325,100734430,16441580,C,0, ,0,100,0,16098275
002820.SZ,002820,20260325,100734490,16441871,C,0, ,0,2000,0,15696118
002820.SZ,002820,20260325,100737850,16458743,0,0,B,109200,500,132612,16458742
002820.SZ,002820,20260325,100739460,16465347,0,0,S,109100,100,16465346,16447981
002820.SZ,002820,20260325,100739460,16465348,0,0,S,109000,200,16465346,16422705
002820.SZ,002820,20260325,100740690,16471234,0,0,S,109000,100,16471233,16422705
002820.SZ,002820,20260325,100751100,16515993,0,0,B,109200,700,132612,16515992
002820.SZ,002820,20260325,100751100,16515994,0,0,B,109200,100,8350957,16515992
002820.SZ,002820,20260325,100751100,16515995,0,0,B,109200,300,8534359,16515992
002820.SZ,002820,20260325,100754230,16529035,0,0,S,109000,100,16529034,16422705
002820.SZ,002820,20260325,100757270,16540607,C,0, ,0,600,0,16422705
002820.SZ,002820,20260325,100757280,16540663,C,0, ,0,2300,0,16422733
002820.SZ,002820,20260325,100800510,16553295,0,0,B,109100,100,16540636,16553294
002820.SZ,002820,20260325,100801030,16555943,0,0,S,109000,900,16555942,16422715
002820.SZ,002820,20260325,100802320,16562670,0,0,S,109000,1800,16562669,16422715
002820.SZ,002820,20260325,100802320,16562671,0,0,S,109000,2800,16562669,16422755
002820.SZ,002820,20260325,100802320,16562672,0,0,S,109000,900,16562669,16430748
002820.SZ,002820,20260325,100802320,16562673,0,0,S,109000,1400,16562669,16435102
002820.SZ,002820,20260325,100802320,16562674,0,0,S,109000,100,16562669,16446515
002820.SZ,002820,20260325,100802320,16562704,C,0, ,0,400,16540639,0
002820.SZ,002820,20260325,100802320,16562706,0,0,B,109000,3000,16562669,16562705
002820.SZ,002820,20260325,100802320,16562710,C,0, ,0,500,16540636,0
002820.SZ,002820,20260325,100804010,16569421,0,0,B,109100,100,16563070,16569420
002820.SZ,002820,20260325,100804590,16572144,0,0,B,109100,1200,16563070,16572143
002820.SZ,002820,20260325,100804760,16572972,0,0,S,108900,200,16572971,16084061
002820.SZ,002820,20260325,100804760,16572973,0,0,S,108900,100,16572971,16249062
002820.SZ,002820,20260325,100804760,16572974,0,0,S,108900,100,16572971,16249063
002820.SZ,002820,20260325,100804760,16572975,0,0,S,108900,100,16572971,16249064
002820.SZ,002820,20260325,100807730,16585592,0,0,S,108900,100,16585591,16325222
002820.SZ,002820,20260325,100815730,16613788,0,0,B,109000,400,16610306,16613787
002820.SZ,002820,20260325,100815730,16613789,0,0,B,109000,800,16610443,16613787
002820.SZ,002820,20260325,100815730,16613790,0,0,B,109000,600,16610473,16613787
002820.SZ,002820,20260325,100816730,16617488,0,0,B,109000,400,16617463,16617487
002820.SZ,002820,20260325,100819230,16626116,0,0,B,109100,800,16563070,16626115
002820.SZ,002820,20260325,100819690,16627783,0,0,S,108900,100,16627782,16325222
002820.SZ,002820,20260325,100821100,16632804,0,0,B,109100,300,16563070,16632803
002820.SZ,002820,20260325,100821100,16632805,0,0,B,109100,100,16592925,16632803
002820.SZ,002820,20260325,100821100,16632806,0,0,B,109100,1000,16597055,16632803
002820.SZ,002820,20260325,100821100,16632807,0,0,B,109100,200,16610298,16632803
002820.SZ,002820,20260325,100822660,16639145,0,0,S,108900,200,16639144,16325222
002820.SZ,002820,20260325,100822880,16639856,0,0,B,109000,300,16639795,16639855
002820.SZ,002820,20260325,100822880,16639857,0,0,B,109000,300,16639842,16639855
002820.SZ,002820,20260325,100822880,16639858,0,0,B,109100,4000,16610298,16639855
002820.SZ,002820,20260325,100822880,16639859,0,0,B,109100,300,16617815,16639855
002820.SZ,002820,20260325,100822880,16639860,0,0,B,109100,1500,16636783,16639855
002820.SZ,002820,20260325,100823240,16641250,0,0,B,109100,500,16641164,16641249
002820.SZ,002820,20260325,100825670,16649342,0,0,S,109000,300,16649341,16641142
002820.SZ,002820,20260325,100841130,16714136,C,0, ,0,300,0,16325222
002820.SZ,002820,20260325,100841130,16714138,C,0, ,0,2500,0,16328731
002820.SZ,002820,20260325,100845250,16737332,0,0,S,109000,100,16737331,16641142
002820.SZ,002820,20260325,100845250,16737333,0,0,S,109000,500,16737331,16689972
002820.SZ,002820,20260325,100845420,16738222,0,0,S,109000,100,16738221,16689972
002820.SZ,002820,20260325,100845640,16740133,C,0, ,0,20200,16639867,0
002820.SZ,002820,20260325,100846030,16742435,C,0, ,0,700,0,16328757
002820.SZ,002820,20260325,100846030,16742436,C,0, ,0,300,0,16422716
002820.SZ,002820,20260325,100846860,16748162,0,0,S,109000,100,16748161,16689972
002820.SZ,002820,20260325,100846880,16748249,0,0,S,109000,300,16748248,16689972
002820.SZ,002820,20260325,100847700,16752443,C,0, ,0,100,16442835,0
002820.SZ,002820,20260325,100849680,16764557,0,0,S,109000,100,16764556,16689972
002820.SZ,002820,20260325,100849800,16765157,0,0,S,109000,100,16765156,16689972
002820.SZ,002820,20260325,100849800,16765158,0,0,S,109000,100,16765156,16702002
002820.SZ,002820,20260325,100851100,16771198,0,0,B,109100,400,16737390,16771197
002820.SZ,002820,20260325,100851100,16771199,0,0,B,109100,400,16737548,16771197
002820.SZ,002820,20260325,100851100,16771200,0,0,B,109100,100,16741526,16771197
002820.SZ,002820,20260325,100852550,16779757,C,0, ,0,8900,16771216,0
002820.SZ,002820,20260325,100853260,16782707,0,0,B,109100,200,16741526,16782706
002820.SZ,002820,20260325,100853260,16782708,0,0,B,109100,500,16741546,16782706
002820.SZ,002820,20260325,100853260,16782709,0,0,B,109100,800,16741547,16782706
002820.SZ,002820,20260325,100855680,16797376,0,0,S,109000,100,16797375,16702002
002820.SZ,002820,20260325,100902880,16830600,0,0,B,109100,100,16742302,16830599
002820.SZ,002820,20260325,100903350,16832537,0,0,B,109100,900,16742302,16832536
002820.SZ,002820,20260325,100903350,16832538,0,0,B,109100,700,16742306,16832536
002820.SZ,002820,20260325,100903350,16832539,0,0,B,109100,300,16742403,16832536
002820.SZ,002820,20260325,100903350,16832540,0,0,B,109100,300,16742405,16832536
002820.SZ,002820,20260325,100903350,16832541,0,0,B,109100,800,16742408,16832536
002820.SZ,002820,20260325,100903350,16832542,0,0,B,109100,100,16742409,16832536
002820.SZ,002820,20260325,100903350,16832543,0,0,B,109100,600,16743959,16832536
002820.SZ,002820,20260325,100903350,16832544,0,0,B,109100,500,16743960,16832536
002820.SZ,002820,20260325,100903350,16832545,0,0,B,109100,300,16743975,16832536
002820.SZ,002820,20260325,100903350,16832546,0,0,B,109100,200,16743980,16832536
002820.SZ,002820,20260325,100903350,16832547,0,0,B,109100,700,16745145,16832536
002820.SZ,002820,20260325,100903350,16832548,0,0,B,109100,500,16746207,16832536
002820.SZ,002820,20260325,100903350,16832549,0,0,B,109100,500,16746235,16832536
002820.SZ,002820,20260325,100903350,16832550,0,0,B,109100,1100,16747778,16832536
002820.SZ,002820,20260325,100903350,16832551,0,0,B,109100,1700,16747780,16832536
002820.SZ,002820,20260325,100903350,16832552,0,0,B,109100,500,16787962,16832536
002820.SZ,002820,20260325,100903350,16832553,0,0,B,109100,100,16801818,16832536
002820.SZ,002820,20260325,100903350,16832554,0,0,B,109100,400,16808683,16832536
002820.SZ,002820,20260325,100903350,16832555,0,0,B,109100,200,16809217,16832536
002820.SZ,002820,20260325,100903390,16832701,0,0,B,109100,3400,16832681,16832700
002820.SZ,002820,20260325,100903410,16832751,0,0,B,109100,7500,16832738,16832750
002820.SZ,002820,20260325,100903410,16832780,0,0,B,109200,1400,8534359,16832779
002820.SZ,002820,20260325,100903410,16832781,0,0,B,109200,500,10133473,16832779
002820.SZ,002820,20260325,100903570,16833440,0,0,B,109200,100,10133473,16833439
002820.SZ,002820,20260325,100904340,16836798,0,0,B,109200,100,10133473,16836797
002820.SZ,002820,20260325,100904350,16836854,0,0,S,109100,300,16836853,16836829
002820.SZ,002820,20260325,100904350,16836855,0,0,S,109000,200,16836853,16702002
002820.SZ,002820,20260325,100904350,16836856,0,0,S,109000,400,16836853,16779787
002820.SZ,002820,20260325,100904370,16836946,0,0,B,109200,700,10133473,16836945
002820.SZ,002820,20260325,100904780,16838881,0,0,S,109100,500,16838880,16838596
002820.SZ,002820,20260325,100904780,16838882,0,0,S,109000,600,16838880,16779787
002820.SZ,002820,20260325,100905500,16843267,0,0,B,109200,200,10133473,16843266
002820.SZ,002820,20260325,100907220,16850732,C,0, ,0,600,0,16806978
002820.SZ,002820,20260325,100907230,16850802,C,0, ,0,700,0,16832765
002820.SZ,002820,20260325,100907350,16851277,C,0, ,0,400,0,15825980
002820.SZ,002820,20260325,100907710,16852580,0,0,S,109100,100,16852579,16850790
002820.SZ,002820,20260325,100918120,16892619,0,0,S,109100,200,16892618,16850790
002820.SZ,002820,20260325,100918600,16895868,0,0,S,109100,400,16895867,16850790
002820.SZ,002820,20260325,100918600,16895869,0,0,S,109100,100,16895867,16850792
002820.SZ,002820,20260325,100918600,16895870,0,0,S,109100,600,16895867,16862698
002820.SZ,002820,20260325,100918600,16895895,C,0, ,0,900,0,16779787
002820.SZ,002820,20260325,100918600,16895896,C,0, ,0,1500,0,16838926
002820.SZ,002820,20260325,100918660,16896190,0,0,B,109100,200,16895867,16896189
002820.SZ,002820,20260325,100921310,16907723,0,0,B,109100,1000,16895867,16907722
002820.SZ,002820,20260325,100922790,16913247,0,0,S,109000,200,16913246,16791450
002820.SZ,002820,20260325,100922800,16913285,0,0,B,109100,300,16895867,16913284
002820.SZ,002820,20260325,100922860,16913454,0,0,B,109100,600,16895867,16913453
002820.SZ,002820,20260325,100922870,16913469,C,0, ,0,2100,0,16895901
002820.SZ,002820,20260325,100922870,16913474,C,0, ,0,200,0,16895902
002820.SZ,002820,20260325,100922870,16913479,C,0, ,0,100,0,16906984
002820.SZ,002820,20260325,100923450,16915213,0,0,B,109200,100,10133473,16915212
002820.SZ,002820,20260325,100927480,16928238,C,0, ,0,1200,0,14825530
002820.SZ,002820,20260325,100931050,16941405,0,0,B,109200,300,10133473,16941404
002820.SZ,002820,20260325,100944280,16986943,0,0,S,109100,200,16986942,16913456
002820.SZ,002820,20260325,100944280,16986944,0,0,S,109100,400,16986942,16913457
002820.SZ,002820,20260325,100944280,16986945,0,0,S,109100,300,16986942,16913458
002820.SZ,002820,20260325,100944280,16986946,0,0,S,109100,400,16986942,16913462
002820.SZ,002820,20260325,100944280,16986947,0,0,S,109100,300,16986942,16913463
002820.SZ,002820,20260325,100944280,16986948,0,0,S,109100,200,16986942,16913464
002820.SZ,002820,20260325,100944280,16986952,0,0,S,109100,500,16986951,16913464
002820.SZ,002820,20260325,100944280,16986953,0,0,S,109100,300,16986951,16928060
002820.SZ,002820,20260325,100944280,16986958,0,0,S,109100,100,16986957,16928060
002820.SZ,002820,20260325,100944280,16986959,0,0,S,109100,600,16986957,16952035
002820.SZ,002820,20260325,100944280,16986962,0,0,S,109100,500,16986961,16952035
002820.SZ,002820,20260325,100944280,16986973,0,0,S,109100,300,16986972,16952035
002820.SZ,002820,20260325,100944290,16987023,C,0, ,0,1000,0,16832592
002820.SZ,002820,20260325,100944980,16989100,0,0,B,109100,200,16986972,16989099
002820.SZ,002820,20260325,100945120,16989574,0,0,B,109100,400,16986972,16989573
002820.SZ,002820,20260325,100945120,16989575,0,0,B,109100,200,16986978,16989573
002820.SZ,002820,20260325,100945120,16989576,0,0,B,109100,400,16986979,16989573
002820.SZ,002820,20260325,100945190,16989827,C,0, ,0,600,16952123,0
002820.SZ,002820,20260325,100946770,16995397,0,0,S,109000,300,16995396,16791450
002820.SZ,002820,20260325,100947290,16997054,C,0, ,0,300,16987004,0
002820.SZ,002820,20260325,100947290,16997055,C,0, ,0,200,16987007,0
002820.SZ,002820,20260325,100947290,16997056,C,0, ,0,600,16987008,0
002820.SZ,002820,20260325,100947290,16997057,C,0, ,0,600,16987009,0
002820.SZ,002820,20260325,100947290,16997058,C,0, ,0,600,16987010,0
002820.SZ,002820,20260325,100947290,16997059,C,0, ,0,600,16987000,0
002820.SZ,002820,20260325,100947290,16997060,C,0, ,0,200,16987012,0
002820.SZ,002820,20260325,100947290,16997061,C,0, ,0,300,16987011,0
002820.SZ,002820,20260325,100947290,16997062,C,0, ,0,100,16986993,0
002820.SZ,002820,20260325,100947290,16997063,C,0, ,0,500,16986994,0
002820.SZ,002820,20260325,100947290,16997064,C,0, ,0,100,16986997,0
002820.SZ,002820,20260325,100947290,16997065,C,0, ,0,600,16987005,0
002820.SZ,002820,20260325,100947290,16997066,C,0, ,0,200,16986998,0
002820.SZ,002820,20260325,100947290,16997067,C,0, ,0,1100,16986996,0
002820.SZ,002820,20260325,100947290,16997068,C,0, ,0,100,16986999,0
002820.SZ,002820,20260325,100947290,16997069,C,0, ,0,100,16986995,0
002820.SZ,002820,20260325,100947290,16997070,C,0, ,0,800,16987006,0
002820.SZ,002820,20260325,100947290,16997071,C,0, ,0,800,16987003,0
002820.SZ,002820,20260325,100947290,16997072,C,0, ,0,800,16987002,0
002820.SZ,002820,20260325,100947290,16997073,C,0, ,0,400,16987001,0
002820.SZ,002820,20260325,100948870,17002525,C,0, ,0,3000,13561132,0
002820.SZ,002820,20260325,100953030,17016500,0,0,B,109100,100,16999432,17016499
002820.SZ,002820,20260325,100954930,17022499,0,0,B,109100,100,16999432,17022498
002820.SZ,002820,20260325,100956340,17028151,C,0, ,0,5200,10263758,0
002820.SZ,002820,20260325,100959500,17038314,0,0,B,109100,100,16999432,17038313
002820.SZ,002820,20260325,100959510,17038333,C,0, ,0,200,0,17016519
002820.SZ,002820,20260325,100959510,17038334,C,0, ,0,200,0,17016535
002820.SZ,002820,20260325,101000560,17042006,C,0, ,0,100,0,11523196
002820.SZ,002820,20260325,101000560,17042013,C,0, ,0,100,0,11523195
002820.SZ,002820,20260325,101000810,17043440,C,0, ,0,100,0,17002356
002820.SZ,002820,20260325,101000880,17043737,0,0,B,109200,100,10133473,17043736
002820.SZ,002820,20260325,101005230,17064351,C,0, ,0,27600,0,15273673
002820.SZ,002820,20260325,101007510,17075209,0,0,S,109100,100,17075208,17038313
002820.SZ,002820,20260325,101007930,17077014,0,0,S,109100,300,17077013,17038313
002820.SZ,002820,20260325,101009470,17084437,0,0,S,109100,200,17084436,17042160
002820.SZ,002820,20260325,101009660,17085277,0,0,B,109200,2100,10133473,17085276
002820.SZ,002820,20260325,101013740,17102693,0,0,S,109100,100,17102692,17042160
002820.SZ,002820,20260325,101018140,17125708,C,0, ,0,9600,17085287,0
002820.SZ,002820,20260325,101021300,17141781,0,0,S,109100,100,17141780,17042160
002820.SZ,002820,20260325,101021300,17141782,0,0,S,109100,400,17141780,17061268
002820.SZ,002820,20260325,101021300,17141783,0,0,S,109100,200,17141780,17064387
002820.SZ,002820,20260325,101021300,17141784,0,0,S,109100,200,17141780,17103045
002820.SZ,002820,20260325,101021300,17141785,0,0,S,109100,500,17141780,17115034
002820.SZ,002820,20260325,101021300,17141786,0,0,S,109100,900,17141780,17117325
002820.SZ,002820,20260325,101021300,17141787,0,0,S,109100,700,17141780,17117601
002820.SZ,002820,20260325,101021300,17141788,0,0,S,109100,500,17141780,17129606
002820.SZ,002820,20260325,101021300,17141789,0,0,S,109100,400,17141780,17130946
002820.SZ,002820,20260325,101022190,17146011,0,0,B,109100,400,17141780,17146010
002820.SZ,002820,20260325,101022260,17146500,0,0,B,109100,1500,17141780,17146499
002820.SZ,002820,20260325,101022540,17147827,0,0,B,109100,100,17141780,17147826
002820.SZ,002820,20260325,101022690,17148483,0,0,S,109000,100,17148482,16792042
002820.SZ,002820,20260325,101022690,17148484,0,0,S,109000,100,17148482,16838567
002820.SZ,002820,20260325,101022690,17148485,0,0,S,109000,100,17148482,16881214
002820.SZ,002820,20260325,101025630,17160619,0,0,B,109100,500,17141780,17160618
002820.SZ,002820,20260325,101025700,17160864,0,0,S,109000,200,17160863,16881214
002820.SZ,002820,20260325,101026470,17163385,0,0,B,109100,300,17141780,17163384
002820.SZ,002820,20260325,101026870,17164925,0,0,B,109100,100,17141780,17164924
002820.SZ,002820,20260325,101026900,17165002,0,0,B,109100,300,17141780,17165001
002820.SZ,002820,20260325,101027030,17165411,0,0,B,109100,100,17141780,17165410
002820.SZ,002820,20260325,101027700,17168563,0,0,B,109100,400,17141780,17168562
002820.SZ,002820,20260325,101028080,17170086,0,0,S,109000,100,17170085,16881214
