万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数
688819.SH,688819,20260325,91402000,0,0,0,0,0,,,0,0,0,0,0,332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688819.SH,688819,20260325,91502000,0,0,0,0,0,,,0,0,0,0,0,332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334900,0,860,0,0,0,0,0,0
688819.SH,688819,20260325,91505000,0,0,0,0,0,,,0,0,0,0,0,332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,387980,314190,37879,1506,0,0,0,0,0
688819.SH,688819,20260325,91508000,0,0,0,0,0,,,0,0,0,0,0,332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382740,310040,51739,5206,0,0,0,0,0
688819.SH,688819,20260325,91511000,0,0,0,0,0,,,0,0,0,0,0,332500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380610,310700,78524,7806,0,0,0,0,0
688819.SH,688819,20260325,91514000,0,0,0,0,0,,,0,0,0,0,0,332500,329000,0,0,0,0,0,0,0,0,0,600,800,0,0,0,0,0,0,0,0,329000,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,374600,312970,119560,11406,0,0,0,0,0
688819.SH,688819,20260325,91517000,0,0,0,0,0,,,0,0,0,0,0,332500,329000,0,0,0,0,0,0,0,0,0,600,800,0,0,0,0,0,0,0,0,329000,0,0,0,0,0,0,0,0,0,600,0,0,0,0,0,0,0,0,0,370460,311090,152144,14106,0,0,0,0,0
688819.SH,688819,20260325,91520000,0,0,0,0,0,,,0,0,0,0,0,332500,329000,0,0,0,0,0,0,0,0,0,1000,400,0,0,0,0,0,0,0,0,329000,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,370050,312740,163933,16106,0,0,0,0,0
688819.SH,688819,20260325,91523000,0,0,0,0,0,,,0,0,0,0,0,332500,332500,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,332500,0,0,0,0,0,0,0,0,0,2100,100,0,0,0,0,0,0,0,0,370820,314200,190212,17706,0,0,0,0,0
688819.SH,688819,20260325,91526000,0,0,0,0,0,,,0,0,0,0,0,332500,332500,0,0,0,0,0,0,0,0,0,2100,0,0,0,0,0,0,0,0,0,332500,0,0,0,0,0,0,0,0,0,2100,100,0,0,0,0,0,0,0,0,370810,314200,190312,17706,0,0,0,0,0
