万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数
002857.SZ,002857,20260325,91500000,0,0,0,0,0,,,0,0,0,0,0,228900,229100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,229100,0,0,0,0,0,0,0,0,0,100,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,91509000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,900,100,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,91621000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,1000,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,91809000,0,0,0,0,0,,,0,0,0,0,0,228900,229200,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,229200,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,91818000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,91845000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,1000,100,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,91903000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,1000,200,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92018000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,1200,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92103000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,1800,500,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92112000,0,0,0,0,0,,,0,0,0,0,0,228900,228900,0,0,0,0,0,0,0,0,0,2300,500,0,0,0,0,0,0,0,0,228900,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92148000,0,0,0,0,0,,,0,0,0,0,0,228900,228900,0,0,0,0,0,0,0,0,0,2300,900,0,0,0,0,0,0,0,0,228900,0,0,0,0,0,0,0,0,0,2300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92157000,0,0,0,0,0,,,0,0,0,0,0,228900,224200,0,0,0,0,0,0,0,0,0,4100,0,0,0,0,0,0,0,0,0,224200,0,0,0,0,0,0,0,0,0,4100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92215000,0,0,0,0,0,,,0,0,0,0,0,228900,224200,0,0,0,0,0,0,0,0,0,4100,0,0,0,0,0,0,0,0,0,224200,0,0,0,0,0,0,0,0,0,4100,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92242000,0,0,0,0,0,,,0,0,0,0,0,228900,224300,0,0,0,0,0,0,0,0,0,5100,300,0,0,0,0,0,0,0,0,224300,0,0,0,0,0,0,0,0,0,5100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92251000,0,0,0,0,0,,,0,0,0,0,0,228900,224200,0,0,0,0,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,224200,0,0,0,0,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92300000,0,0,0,0,0,,,0,0,0,0,0,228900,224200,0,0,0,0,0,0,0,0,0,5700,0,0,0,0,0,0,0,0,0,224200,0,0,0,0,0,0,0,0,0,5700,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92318000,0,0,0,0,0,,,0,0,0,0,0,228900,224300,0,0,0,0,0,0,0,0,0,8900,1200,0,0,0,0,0,0,0,0,224300,0,0,0,0,0,0,0,0,0,8900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92327000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,12800,100,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,12800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92354000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,13000,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,13000,19800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92403000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,14400,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,14400,19500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92412000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,14600,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,14600,39300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92421000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,14700,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,14700,39200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92430000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,15800,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,15800,38100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92439000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,15800,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,15800,38500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92448000,0,0,0,0,0,,,0,0,0,0,0,228900,229900,0,0,0,0,0,0,0,0,0,21800,0,0,0,0,0,0,0,0,0,229900,0,0,0,0,0,0,0,0,0,21800,32900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92457000,0,0,0,0,0,,,0,0,0,0,0,228900,231700,0,0,0,0,0,0,0,0,0,27000,0,0,0,0,0,0,0,0,0,231700,0,0,0,0,0,0,0,0,0,27000,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
002857.SZ,002857,20260325,92500000,235300,0,0,52,0,,,37200,875316,235300,235300,235300,228900,235800,236000,236500,236800,236900,237600,237800,238000,238500,238800,500,700,5000,500,100,100,500,1000,3000,500,235300,234500,233500,233400,231700,229900,229500,229100,229000,227600,2000,100,4300,2700,2400,41900,500,400,100,2000,244800,224500,170100,131500,0,0,0,0,0
002857.SZ,002857,20260325,93000000,233700,0,0,79,0,,,57700,1354901,235300,233500,235300,228900,233700,233800,233900,234800,235000,235100,235300,235500,235600,235700,400,100,148100,3600,700,28300,15800,400,600,100,233600,233500,233400,231700,231000,230000,229900,229500,229100,229000,200,1200,2700,1000,500,200,41600,500,400,100,239900,224200,449700,121600,0,0,0,0,0
002857.SZ,002857,20260325,93003000,233400,0,0,138,0,,,110700,2591787,235300,231700,235300,228900,233400,233500,233600,233700,233800,233900,234800,235000,235100,235200,10800,3800,6000,11000,3600,151600,3600,10000,28100,600,233000,231700,231000,230000,229900,229500,229100,229000,228900,228000,300,300,500,1200,41600,500,400,100,2000,300,240400,223800,580900,120200,0,0,0,0,0
002857.SZ,002857,20260325,93006000,231700,0,0,143,0,,,111600,2612672,235300,231000,235300,228900,231700,233000,233100,233200,233300,233400,233500,233600,233700,233800,400,13800,100,3700,7900,100,4400,6100,800,3600,231000,230000,229900,229500,229100,228900,228000,227600,227000,226000,800,1200,41600,500,400,2000,300,2000,300,100,243200,223800,426400,121000,0,0,0,0,0
002857.SZ,002857,20260325,93009000,231700,0,0,171,0,,,117500,2749061,235300,230400,235300,228900,231700,232300,232500,233000,233100,233200,233300,233400,233500,233600,200,3100,300,12800,100,2000,7900,400,2700,4000,231100,230400,230000,229900,229500,229100,228900,228000,227600,227000,600,6900,1200,41600,500,400,2000,300,2000,300,243300,224200,438000,130800,0,0,0,0,0
002857.SZ,002857,20260325,93012000,230400,0,0,193,0,,,123200,2880957,235300,230400,235300,228900,231000,231500,231600,232300,232500,233000,233200,233300,233400,233500,100,100,300,1800,300,5900,2700,6300,100,3000,230400,230100,230000,229900,229500,229100,228900,228000,227600,227000,6400,500,1200,41600,500,400,2000,300,2000,300,243500,224100,433600,130700,0,0,0,0,0
002857.SZ,002857,20260325,93015000,231600,0,0,211,0,,,125600,2936434,235300,230400,235300,228900,232200,232300,233000,233200,233300,233500,233600,233800,234800,235000,900,1800,2800,2700,6300,1300,1300,300,3600,10000,231000,230500,230400,230100,230000,229900,229500,229100,228900,228000,2700,400,6400,500,1200,41600,500,400,2000,300,243800,224300,421100,133800,0,0,0,0,0
002857.SZ,002857,20260325,93018000,231500,0,0,216,0,,,127000,2968824,235300,230400,235300,228900,231900,232100,232200,232300,233000,233200,233300,233500,233600,234800,400,2000,2900,2300,2500,2300,5000,1100,900,3600,231700,231500,231100,231000,230800,230500,230400,230100,230000,229900,400,1800,200,2300,200,400,6400,500,1200,41600,243800,224400,418200,136000,0,0,0,0,0
002857.SZ,002857,20260325,93021000,231900,0,0,254,0,,,134900,3151961,235300,230400,235300,228900,231700,232100,232200,232300,233000,233200,233300,233500,233600,234800,700,4400,3400,2300,2000,700,5000,1100,800,3600,231500,231300,231100,231000,230800,230100,230000,229900,229500,229100,1000,800,200,3300,200,500,1400,21600,500,400,243900,222900,412300,107000,0,0,0,0,0
002857.SZ,002857,20260325,93024000,231900,0,0,275,0,,,140400,3279364,235300,230400,235300,228900,232000,232100,232200,232300,233000,233300,233500,233600,234800,235000,600,4400,2500,2300,1900,5000,1000,800,3600,8500,231900,231500,231300,231100,231000,230800,230100,230000,229900,229500,1600,2200,800,200,3300,200,500,1400,21100,500,244200,223100,400300,109300,0,0,0,0,0
