万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
002857.SZ,002857,20260325,92500000,567982,0,0,B,235300,1300,472214,489153
002857.SZ,002857,20260325,92500000,567983,0,0,B,235300,800,387924,489153
002857.SZ,002857,20260325,92500000,567984,0,0,S,235300,300,500867,489153
002857.SZ,002857,20260325,92500000,567985,0,0,B,235300,700,500867,503132
002857.SZ,002857,20260325,92500000,567986,0,0,B,235300,600,500867,503441
002857.SZ,002857,20260325,92500000,567987,0,0,S,235300,3800,500867,500553
002857.SZ,002857,20260325,92500000,567988,0,0,B,235300,300,497775,500553
002857.SZ,002857,20260325,92500000,567989,0,0,B,235300,600,121442,500553
002857.SZ,002857,20260325,92500000,567990,0,0,B,235300,800,121442,506054
002857.SZ,002857,20260325,92500000,567991,0,0,B,235300,900,121442,505333
002857.SZ,002857,20260325,92500000,567992,0,0,B,235300,100,504936,505333
002857.SZ,002857,20260325,92500000,567993,0,0,B,235300,100,504947,505333
002857.SZ,002857,20260325,92500000,567994,0,0,B,235300,300,319920,505333
002857.SZ,002857,20260325,92500000,567995,0,0,B,235300,200,319920,505495
002857.SZ,002857,20260325,92500000,567996,0,0,B,235300,500,219796,505495
002857.SZ,002857,20260325,92500000,567997,0,0,B,235300,500,235830,505503
002857.SZ,002857,20260325,92500000,567998,0,0,B,235300,400,235856,505503
002857.SZ,002857,20260325,92500000,567999,0,0,B,235300,100,235856,505511
002857.SZ,002857,20260325,92500000,568000,0,0,B,235300,100,41173,505511
002857.SZ,002857,20260325,92500000,568001,0,0,B,235300,500,101763,505511
002857.SZ,002857,20260325,92500000,568002,0,0,B,235300,100,132464,505511
002857.SZ,002857,20260325,93000030,603215,0,0,S,235300,600,603214,505626
002857.SZ,002857,20260325,93000030,603216,0,0,S,235300,100,603214,505636
002857.SZ,002857,20260325,93000030,603217,0,0,S,235300,1300,603214,506080
002857.SZ,002857,20260325,93000030,603218,0,0,S,234500,100,603214,500310
002857.SZ,002857,20260325,93000030,606752,C,0, ,0,200,0,451584
002857.SZ,002857,20260325,93000050,618657,0,0,S,233500,300,618656,479312
002857.SZ,002857,20260325,93000150,673656,0,0,B,233900,1500,603214,673655
002857.SZ,002857,20260325,93000150,673657,0,0,B,233900,3500,614642,673655
002857.SZ,002857,20260325,93000180,688129,0,0,B,233900,100,614642,688128
002857.SZ,002857,20260325,93000180,688130,0,0,B,233900,1400,614937,688128
002857.SZ,002857,20260325,93000190,689719,0,0,B,233900,1500,614937,689718
002857.SZ,002857,20260325,93000190,691760,0,0,B,233700,700,690375,691759
002857.SZ,002857,20260325,93000190,691761,0,0,B,233800,400,690890,691759
002857.SZ,002857,20260325,93000190,691762,0,0,B,233900,400,614937,691759
002857.SZ,002857,20260325,93000190,693044,C,0, ,0,6000,0,411946
002857.SZ,002857,20260325,93000190,693395,C,0, ,0,2400,0,482795
002857.SZ,002857,20260325,93000200,694030,0,0,B,233800,1100,691934,694029
002857.SZ,002857,20260325,93000200,694031,0,0,B,233900,400,614937,694029
002857.SZ,002857,20260325,93000200,694629,0,0,B,233700,400,694375,694628
002857.SZ,002857,20260325,93000200,694630,0,0,B,233900,1100,614937,694628
002857.SZ,002857,20260325,93000200,695624,0,0,B,233900,300,614937,695623
002857.SZ,002857,20260325,93000200,696617,0,0,B,233900,100,614937,696616
002857.SZ,002857,20260325,93000220,704494,C,0, ,0,600,0,386328
002857.SZ,002857,20260325,93000220,704505,C,0, ,0,600,0,342638
002857.SZ,002857,20260325,93000220,704775,0,0,B,233900,300,614937,704774
002857.SZ,002857,20260325,93000240,712897,C,0, ,0,200,0,341443
002857.SZ,002857,20260325,93000290,732894,0,0,S,233500,2300,732893,479312
002857.SZ,002857,20260325,93000310,736654,0,0,B,233900,200,614937,736653
002857.SZ,002857,20260325,93000320,739613,0,0,B,233900,600,614937,739612
002857.SZ,002857,20260325,93000360,748765,0,0,S,233500,500,748764,479312
002857.SZ,002857,20260325,93000380,753293,C,0, ,0,200,0,376893
002857.SZ,002857,20260325,93000410,758315,C,0, ,0,100,63413,0
002857.SZ,002857,20260325,93000460,767191,0,0,S,233600,900,767190,758573
002857.SZ,002857,20260325,93000530,779173,0,0,B,233700,200,759885,779172
002857.SZ,002857,20260325,93000550,783400,0,0,B,233700,200,759885,783399
002857.SZ,002857,20260325,93000720,810232,0,0,B,233700,400,759885,810231
002857.SZ,002857,20260325,93000720,810233,0,0,B,233800,100,743900,810231
002857.SZ,002857,20260325,93000740,812730,0,0,S,233600,200,812729,758573
002857.SZ,002857,20260325,93000740,812731,0,0,S,233500,1200,812729,479312
002857.SZ,002857,20260325,93000740,812732,0,0,S,233400,1500,812729,504065
002857.SZ,002857,20260325,93000830,827363,0,0,S,233400,200,827362,504065
002857.SZ,002857,20260325,93000830,827373,0,0,S,233400,100,827372,504065
002857.SZ,002857,20260325,93000830,827388,0,0,S,233400,200,827387,504065
002857.SZ,002857,20260325,93000830,827497,0,0,S,233400,700,827496,504065
002857.SZ,002857,20260325,93000860,832830,0,0,B,233400,100,827560,832829
002857.SZ,002857,20260325,93001000,849004,0,0,B,233400,200,827560,849003
002857.SZ,002857,20260325,93001000,849005,0,0,B,233400,100,827976,849003
002857.SZ,002857,20260325,93001080,861427,0,0,B,233400,100,827976,861426
002857.SZ,002857,20260325,93001080,861428,0,0,B,233400,100,828636,861426
002857.SZ,002857,20260325,93001080,861546,C,0, ,0,1000,0,416888
002857.SZ,002857,20260325,93001160,870530,0,0,B,233100,200,868716,870529
002857.SZ,002857,20260325,93001170,871877,C,0, ,0,100,470979,0
002857.SZ,002857,20260325,93001190,874266,0,0,B,233100,100,868716,874265
002857.SZ,002857,20260325,93001190,874267,0,0,B,233100,300,869425,874265
002857.SZ,002857,20260325,93001240,881066,C,0, ,0,700,746801,0
002857.SZ,002857,20260325,93001310,889211,0,0,B,233400,100,828636,889210
002857.SZ,002857,20260325,93001410,897558,0,0,B,233400,400,828645,897557
002857.SZ,002857,20260325,93001460,901325,C,0, ,0,500,0,777371
002857.SZ,002857,20260325,93001480,902804,0,0,B,233400,100,828645,902803
002857.SZ,002857,20260325,93001500,904180,C,0, ,0,100,335569,0
002857.SZ,002857,20260325,93001580,910336,0,0,B,233400,200,828645,910335
002857.SZ,002857,20260325,93001580,910337,0,0,B,233400,300,869073,910335
002857.SZ,002857,20260325,93001590,911565,0,0,S,231700,500,911564,653572
002857.SZ,002857,20260325,93001590,911566,0,0,S,231700,200,911564,677950
002857.SZ,002857,20260325,93001610,913309,C,0, ,0,2500,869073,0
002857.SZ,002857,20260325,93001610,913315,C,0, ,0,2400,869139,0
002857.SZ,002857,20260325,93001610,913319,C,0, ,0,2300,869099,0
002857.SZ,002857,20260325,93001610,913343,C,0, ,0,900,869146,0
002857.SZ,002857,20260325,93001610,913577,C,0, ,0,4100,869682,0
002857.SZ,002857,20260325,93001610,913581,C,0, ,0,2500,869320,0
002857.SZ,002857,20260325,93001610,913586,C,0, ,0,1800,869332,0
002857.SZ,002857,20260325,93001610,913588,C,0, ,0,3700,871451,0
002857.SZ,002857,20260325,93001610,913594,C,0, ,0,1000,869343,0
002857.SZ,002857,20260325,93001610,913598,C,0, ,0,2600,869458,0
002857.SZ,002857,20260325,93001610,913599,C,0, ,0,2500,869459,0
002857.SZ,002857,20260325,93001620,913773,C,0, ,0,600,870214,0
002857.SZ,002857,20260325,93001620,913973,C,0, ,0,1000,869706,0
002857.SZ,002857,20260325,93001680,918072,C,0, ,0,1500,869175,0
002857.SZ,002857,20260325,93001680,918073,C,0, ,0,1500,869147,0
002857.SZ,002857,20260325,93001770,923869,C,0, ,0,2300,869683,0
002857.SZ,002857,20260325,93001980,943006,0,0,B,233100,100,925339,943005
002857.SZ,002857,20260325,93002110,957531,0,0,B,233100,200,925339,957530
002857.SZ,002857,20260325,93002110,957532,0,0,B,233400,300,869096,957530
002857.SZ,002857,20260325,93002110,957533,0,0,B,233400,1400,869104,957530
002857.SZ,002857,20260325,93002110,957534,0,0,B,233400,2400,869117,957530
002857.SZ,002857,20260325,93002110,957535,0,0,B,233400,1900,869130,957530
002857.SZ,002857,20260325,93002110,957536,0,0,B,233400,800,869157,957530
002857.SZ,002857,20260325,93002110,957537,0,0,B,233400,500,869159,957530
002857.SZ,002857,20260325,93002110,957538,0,0,B,233400,400,869179,957530
002857.SZ,002857,20260325,93002110,957539,0,0,B,233400,200,869315,957530
002857.SZ,002857,20260325,93002110,957540,0,0,B,233400,4100,869341,957530
002857.SZ,002857,20260325,93002110,957541,0,0,B,233400,4100,869472,957530
002857.SZ,002857,20260325,93002110,957542,0,0,B,233400,600,869702,957530
002857.SZ,002857,20260325,93002110,957543,0,0,B,233400,900,869722,957530
002857.SZ,002857,20260325,93002110,957544,0,0,B,233400,600,869746,957530
002857.SZ,002857,20260325,93002110,957545,0,0,B,233400,800,869790,957530
002857.SZ,002857,20260325,93002110,957546,0,0,B,233400,800,869800,957530
002857.SZ,002857,20260325,93002130,959160,0,0,B,233400,200,869800,959159
002857.SZ,002857,20260325,93002220,968319,0,0,B,233400,700,869800,968318
002857.SZ,002857,20260325,93002220,968320,0,0,B,233400,4100,870032,968318
002857.SZ,002857,20260325,93002220,968321,0,0,B,233400,500,870059,968318
002857.SZ,002857,20260325,93002220,968322,0,0,B,233400,1100,870081,968318
002857.SZ,002857,20260325,93002220,968323,0,0,B,233400,1000,870109,968318
002857.SZ,002857,20260325,93002220,968324,0,0,B,233400,800,870110,968318
002857.SZ,002857,20260325,93002220,968325,0,0,B,233400,700,870151,968318
002857.SZ,002857,20260325,93002220,968326,0,0,B,233400,3900,870169,968318
002857.SZ,002857,20260325,93002220,968327,0,0,B,233400,4100,870245,968318
002857.SZ,002857,20260325,93002220,968328,0,0,B,233400,3100,870292,968318
002857.SZ,002857,20260325,93002270,973164,0,0,B,233400,100,870292,973163
002857.SZ,002857,20260325,93002430,983556,C,0, ,0,200,954927,0
002857.SZ,002857,20260325,93002910,1011781,0,0,B,233400,100,870292,1011780
002857.SZ,002857,20260325,93002910,1012060,0,0,S,233000,100,1012059,913312
002857.SZ,002857,20260325,93002950,1014286,0,0,S,233000,300,1014285,913312
002857.SZ,002857,20260325,93002950,1014287,0,0,S,233000,100,1014285,958705
002857.SZ,002857,20260325,93002960,1014863,C,0, ,0,200,603908,0
002857.SZ,002857,20260325,93003010,1019630,0,0,B,233400,800,870292,1019629
002857.SZ,002857,20260325,93003010,1019631,0,0,B,233400,3600,871997,1019629
002857.SZ,002857,20260325,93003080,1025269,C,0, ,0,200,0,406575
002857.SZ,002857,20260325,93003690,1068623,0,0,S,233000,300,1068622,958705
002857.SZ,002857,20260325,93003690,1068723,0,0,S,231700,300,1068722,677950
002857.SZ,002857,20260325,93003690,1068850,0,0,S,231000,100,1068849,764591
002857.SZ,002857,20260325,93003710,1069608,C,0, ,0,200,873548,0
002857.SZ,002857,20260325,93003800,1074457,C,0, ,0,300,1068657,0
002857.SZ,002857,20260325,93003800,1074465,C,0, ,0,300,1068638,0
002857.SZ,002857,20260325,93003800,1074475,C,0, ,0,300,1068664,0
002857.SZ,002857,20260325,93003810,1074886,C,0, ,0,300,1069098,0
002857.SZ,002857,20260325,93003870,1077693,0,0,B,231700,100,1068722,1077692
002857.SZ,002857,20260325,93004080,1088256,0,0,B,231700,100,1068722,1088255
002857.SZ,002857,20260325,93004220,1096384,C,0, ,0,200,883531,0
002857.SZ,002857,20260325,93004220,1096670,C,0, ,0,10200,872096,0
002857.SZ,002857,20260325,93004230,1097299,C,0, ,0,100,0,54543
002857.SZ,002857,20260325,93005010,1129548,C,0, ,0,2000,610954,0
002857.SZ,002857,20260325,93005030,1130052,C,0, ,0,300,1068628,0
002857.SZ,002857,20260325,93005030,1130056,C,0, ,0,300,1068639,0
002857.SZ,002857,20260325,93005030,1130075,C,0, ,0,300,1068676,0
002857.SZ,002857,20260325,93005030,1130089,C,0, ,0,300,1068731,0
002857.SZ,002857,20260325,93005200,1137432,C,0, ,0,500,0,1136588
002857.SZ,002857,20260325,93005220,1138826,C,0, ,0,14800,610956,0
002857.SZ,002857,20260325,93005230,1139395,C,0, ,0,8100,608605,0
002857.SZ,002857,20260325,93005320,1142066,C,0, ,0,10700,871997,0
002857.SZ,002857,20260325,93005370,1143464,C,0, ,0,100,1140646,0
002857.SZ,002857,20260325,93005640,1150294,C,0, ,0,300,999207,0
002857.SZ,002857,20260325,93005900,1155531,C,0, ,0,200,988220,0
002857.SZ,002857,20260325,93005990,1157258,C,0, ,0,13300,614937,0
002857.SZ,002857,20260325,93005990,1157264,C,0, ,0,10800,615016,0
002857.SZ,002857,20260325,93005990,1157266,C,0, ,0,3300,617183,0
002857.SZ,002857,20260325,93005990,1157268,C,0, ,0,4600,614972,0
002857.SZ,002857,20260325,93005990,1157270,C,0, ,0,16300,616887,0
002857.SZ,002857,20260325,93005990,1157273,C,0, ,0,21200,619193,0
002857.SZ,002857,20260325,93005990,1157280,C,0, ,0,12300,615057,0
002857.SZ,002857,20260325,93005990,1157281,C,0, ,0,9100,617205,0
002857.SZ,002857,20260325,93005990,1157283,C,0, ,0,12200,619214,0
002857.SZ,002857,20260325,93005990,1157295,C,0, ,0,3100,614961,0
002857.SZ,002857,20260325,93006000,1157704,C,0, ,0,41900,629376,0
002857.SZ,002857,20260325,93006050,1159185,C,0, ,0,3500,800639,0
002857.SZ,002857,20260325,93006090,1161103,C,0, ,0,200,603385,0
002857.SZ,002857,20260325,93006700,1184258,C,0, ,0,300,1068703,0
002857.SZ,002857,20260325,93006700,1184277,C,0, ,0,100,811101,0
002857.SZ,002857,20260325,93006700,1184280,C,0, ,0,200,870358,0
002857.SZ,002857,20260325,93006700,1184287,C,0, ,0,300,1068712,0
002857.SZ,002857,20260325,93006700,1184313,C,0, ,0,600,812683,0
002857.SZ,002857,20260325,93006700,1184315,C,0, ,0,600,871503,0
002857.SZ,002857,20260325,93006700,1184316,C,0, ,0,200,918204,0
002857.SZ,002857,20260325,93006700,1184327,0,0,S,231000,100,1184326,764591
002857.SZ,002857,20260325,93006710,1184410,C,0, ,0,100,873545,0
002857.SZ,002857,20260325,93006710,1184508,C,0, ,0,100,871067,0
002857.SZ,002857,20260325,93006710,1184698,C,0, ,0,1000,830404,0
002857.SZ,002857,20260325,93006710,1184702,0,0,S,231000,300,1184701,764591
002857.SZ,002857,20260325,93006710,1184703,0,0,S,231000,400,1184701,1132436
002857.SZ,002857,20260325,93006720,1184783,C,0, ,0,600,829242,0
002857.SZ,002857,20260325,93006720,1184951,0,0,B,231000,100,1184701,1184950
002857.SZ,002857,20260325,93006740,1185444,C,0, ,0,200,914130,0
002857.SZ,002857,20260325,93006750,1185772,0,0,B,231300,300,1184867,1185771
002857.SZ,002857,20260325,93006750,1185773,0,0,B,231500,300,1184260,1185771
002857.SZ,002857,20260325,93006830,1187585,C,0, ,0,100,1080585,0
002857.SZ,002857,20260325,93006830,1187712,0,0,S,231100,100,1187711,1184950
002857.SZ,002857,20260325,93006840,1187749,C,0, ,0,200,917079,0
002857.SZ,002857,20260325,93006840,1187844,C,0, ,0,400,928978,0
002857.SZ,002857,20260325,93006850,1187939,0,0,S,231100,200,1187938,1184950
002857.SZ,002857,20260325,93006850,1187940,0,0,S,231100,200,1187938,1185059
002857.SZ,002857,20260325,93006870,1188233,C,0, ,0,400,995037,0
002857.SZ,002857,20260325,93006880,1188399,C,0, ,0,500,1080658,0
002857.SZ,002857,20260325,93006890,1188614,C,0, ,0,400,953226,0
002857.SZ,002857,20260325,93006980,1190353,0,0,B,231500,100,1184260,1190352
002857.SZ,002857,20260325,93006980,1190354,0,0,B,231500,100,1184288,1190352
002857.SZ,002857,20260325,93006980,1190355,0,0,B,231500,200,1184349,1190352
002857.SZ,002857,20260325,93006980,1190356,0,0,B,231700,200,1068722,1190352
002857.SZ,002857,20260325,93007020,1191326,0,0,S,231100,400,1191325,1185059
002857.SZ,002857,20260325,93007100,1193790,0,0,B,231000,400,1191977,1193789
002857.SZ,002857,20260325,93007100,1193791,0,0,B,231000,200,1192934,1193789
002857.SZ,002857,20260325,93007110,1193903,0,0,B,231000,100,1192934,1193902
002857.SZ,002857,20260325,93007110,1193904,0,0,B,231000,300,1192935,1193902
002857.SZ,002857,20260325,93007120,1194241,C,0, ,0,200,648746,0
002857.SZ,002857,20260325,93007140,1195169,C,0, ,0,300,996262,0
002857.SZ,002857,20260325,93007230,1198770,0,0,S,230400,100,1198769,1188312
002857.SZ,002857,20260325,93007470,1205323,C,0, ,0,1700,1071381,0
002857.SZ,002857,20260325,93007470,1205350,C,0, ,0,100,1071556,0
002857.SZ,002857,20260325,93008530,1228546,C,0, ,0,100,1044072,0
002857.SZ,002857,20260325,93008800,1231929,0,0,B,231000,100,1192935,1231928
002857.SZ,002857,20260325,93008800,1231930,0,0,B,231000,100,1198384,1231928
002857.SZ,002857,20260325,93008800,1231931,0,0,B,231000,200,1202929,1231928
002857.SZ,002857,20260325,93009270,1242065,C,0, ,0,100,1198169,0
002857.SZ,002857,20260325,93009450,1247971,0,0,B,231000,100,1202929,1247970
002857.SZ,002857,20260325,93009450,1247972,0,0,B,231000,100,1204382,1247970
002857.SZ,002857,20260325,93009450,1247973,0,0,B,231000,500,1215933,1247970
002857.SZ,002857,20260325,93009450,1247974,0,0,B,231000,100,1228978,1247970
002857.SZ,002857,20260325,93009450,1247975,0,0,B,231600,400,1226416,1247970
002857.SZ,002857,20260325,93009450,1247976,0,0,B,231700,200,1068722,1247970
002857.SZ,002857,20260325,93009720,1256048,C,0, ,0,300,1068887,0
002857.SZ,002857,20260325,93009720,1256095,C,0, ,0,300,1068653,0
002857.SZ,002857,20260325,93009720,1256101,C,0, ,0,100,1068648,0
002857.SZ,002857,20260325,93009720,1256105,0,0,B,231700,100,1184473,1256104
002857.SZ,002857,20260325,93009720,1256106,0,0,B,231700,100,1230013,1256104
002857.SZ,002857,20260325,93009720,1256116,0,0,S,231100,100,1256115,1250211
002857.SZ,002857,20260325,93009720,1256120,C,0, ,0,300,1068660,0
002857.SZ,002857,20260325,93009720,1256121,C,0, ,0,3300,1068882,0
002857.SZ,002857,20260325,93009720,1256129,C,0, ,0,500,1068692,0
002857.SZ,002857,20260325,93009730,1256169,C,0, ,0,600,1068650,0
002857.SZ,002857,20260325,93009730,1256217,0,0,S,231100,100,1256216,1250211
002857.SZ,002857,20260325,93009730,1256286,C,0, ,0,300,1078993,0
002857.SZ,002857,20260325,93009740,1256350,0,0,S,231700,200,1256349,1256344
002857.SZ,002857,20260325,93009740,1256475,0,0,S,231700,100,1256474,1256344
002857.SZ,002857,20260325,93009740,1256476,0,0,S,231100,400,1256474,1250211
002857.SZ,002857,20260325,93009770,1257260,0,0,S,231100,200,1257259,1256107
002857.SZ,002857,20260325,93009810,1258085,0,0,S,231700,200,1258084,1257723
002857.SZ,002857,20260325,93010140,1263863,C,0, ,0,200,1221803,0
002857.SZ,002857,20260325,93010410,1270228,0,0,S,231700,200,1270227,1257723
002857.SZ,002857,20260325,93010410,1270247,0,0,S,231700,200,1270246,1262091
002857.SZ,002857,20260325,93010540,1272755,0,0,S,231200,400,1272754,1268748
002857.SZ,002857,20260325,93010540,1272756,0,0,S,231100,300,1272754,1256107
002857.SZ,002857,20260325,93010540,1273023,C,0, ,0,1400,653960,0
002857.SZ,002857,20260325,93010640,1275731,0,0,B,231100,200,1272754,1275730
002857.SZ,002857,20260325,93010640,1275732,0,0,B,232300,100,1190766,1275730
002857.SZ,002857,20260325,93010640,1275733,0,0,B,232300,900,1195298,1275730
002857.SZ,002857,20260325,93010640,1275734,0,0,B,232300,200,1210550,1275730
002857.SZ,002857,20260325,93010640,1275735,0,0,B,232300,100,1211560,1275730
002857.SZ,002857,20260325,93010920,1282626,C,0, ,0,200,1178904,0
002857.SZ,002857,20260325,93011160,1286234,C,0, ,0,300,1229014,0
002857.SZ,002857,20260325,93011440,1289949,C,0, ,0,200,884459,0
002857.SZ,002857,20260325,93011720,1293571,C,0, ,0,300,1070257,0
002857.SZ,002857,20260325,93011720,1293580,C,0, ,0,500,1070256,0
002857.SZ,002857,20260325,93011730,1293595,C,0, ,0,800,1093787,0
002857.SZ,002857,20260325,93011730,1293609,C,0, ,0,900,1093819,0
002857.SZ,002857,20260325,93011750,1293783,C,0, ,0,200,918637,0
002857.SZ,002857,20260325,93011840,1294944,C,0, ,0,100,921988,0
002857.SZ,002857,20260325,93011920,1295918,C,0, ,0,200,936645,0
002857.SZ,002857,20260325,93011940,1296134,C,0, ,0,100,1241424,0
002857.SZ,002857,20260325,93011960,1296316,C,0, ,0,100,1241943,0
002857.SZ,002857,20260325,93012080,1297677,C,0, ,0,100,1041047,0
002857.SZ,002857,20260325,93012340,1304965,0,0,S,230900,900,1304964,1292550
002857.SZ,002857,20260325,93012360,1305599,C,0, ,0,200,975744,0
002857.SZ,002857,20260325,93012360,1305600,C,0, ,0,100,977597,0
002857.SZ,002857,20260325,93012360,1305629,0,0,S,230900,200,1305628,1292550
002857.SZ,002857,20260325,93012360,1305630,0,0,S,230400,200,1305628,1188312
002857.SZ,002857,20260325,93012360,1305631,0,0,S,230400,300,1305628,1188360
002857.SZ,002857,20260325,93012440,1308658,C,0, ,0,200,892089,0
002857.SZ,002857,20260325,93012440,1308660,C,0, ,0,200,899896,0
002857.SZ,002857,20260325,93012450,1308734,C,0, ,0,200,978063,0
002857.SZ,002857,20260325,93012470,1309124,C,0, ,0,100,981913,0
002857.SZ,002857,20260325,93012610,1314056,C,0, ,0,200,992401,0
002857.SZ,002857,20260325,93012720,1316193,C,0, ,0,300,869213,0
002857.SZ,002857,20260325,93012720,1316211,C,0, ,0,300,870007,0
002857.SZ,002857,20260325,93012720,1316224,C,0, ,0,400,869253,0
002857.SZ,002857,20260325,93012720,1316226,C,0, ,0,400,869256,0
002857.SZ,002857,20260325,93012720,1316231,C,0, ,0,500,869279,0
002857.SZ,002857,20260325,93012720,1316308,C,0, ,0,100,1068953,0
002857.SZ,002857,20260325,93012720,1316331,0,0,B,231000,100,1283315,1316330
002857.SZ,002857,20260325,93012720,1316343,0,0,S,230500,100,1316342,1316299
002857.SZ,002857,20260325,93012720,1316399,C,0, ,0,400,870596,0
002857.SZ,002857,20260325,93012720,1316400,C,0, ,0,200,870360,0
002857.SZ,002857,20260325,93012720,1316401,C,0, ,0,600,692859,0
002857.SZ,002857,20260325,93012720,1316403,C,0, ,0,100,870361,0
002857.SZ,002857,20260325,93012720,1316409,C,0, ,0,400,870399,0
002857.SZ,002857,20260325,93012720,1316426,C,0, ,0,100,870406,0
002857.SZ,002857,20260325,93012720,1316435,C,0, ,0,100,870317,0
002857.SZ,002857,20260325,93012720,1316448,C,0, ,0,300,1068764,0
002857.SZ,002857,20260325,93012720,1316457,C,0, ,0,200,869243,0
002857.SZ,002857,20260325,93012730,1316473,C,0, ,0,100,1069647,0
002857.SZ,002857,20260325,93012730,1316498,C,0, ,0,100,1069136,0
002857.SZ,002857,20260325,93012730,1316512,C,0, ,0,100,1069099,0
002857.SZ,002857,20260325,93012730,1316519,C,0, ,0,100,1069004,0
002857.SZ,002857,20260325,93012730,1316523,C,0, ,0,200,870359,0
002857.SZ,002857,20260325,93012730,1316740,C,0, ,0,200,871598,0
002857.SZ,002857,20260325,93012740,1316866,C,0, ,0,200,871552,0
002857.SZ,002857,20260325,93012750,1317138,C,0, ,0,200,869388,0
002857.SZ,002857,20260325,93012900,1320125,C,0, ,0,200,1007636,0
002857.SZ,002857,20260325,93012970,1321175,C,0, ,0,100,1012373,0
002857.SZ,002857,20260325,93013040,1322117,0,0,S,231000,100,1322116,1316348
002857.SZ,002857,20260325,93013040,1322118,0,0,S,231000,100,1322116,1316361
002857.SZ,002857,20260325,93013040,1322119,0,0,S,231000,100,1322116,1316362
002857.SZ,002857,20260325,93013040,1322120,0,0,S,231000,100,1322116,1316366
002857.SZ,002857,20260325,93013040,1322121,0,0,S,231000,100,1322116,1316367
002857.SZ,002857,20260325,93013040,1322122,0,0,S,231000,100,1322116,1316378
002857.SZ,002857,20260325,93013070,1322596,C,0, ,0,100,1014876,0
002857.SZ,002857,20260325,93013620,1334465,C,0, ,0,4000,731108,0
002857.SZ,002857,20260325,93013740,1338207,C,0, ,0,200,1069137,0
002857.SZ,002857,20260325,93013860,1340302,C,0, ,0,300,1185332,0
002857.SZ,002857,20260325,93013880,1340597,C,0, ,0,200,1078400,0
002857.SZ,002857,20260325,93013890,1340847,C,0, ,0,300,1078422,0
002857.SZ,002857,20260325,93013990,1342197,0,0,B,231100,500,1319652,1342196
002857.SZ,002857,20260325,93013990,1342198,0,0,B,231100,200,1322147,1342196
002857.SZ,002857,20260325,93013990,1342199,0,0,B,231400,100,1331270,1342196
002857.SZ,002857,20260325,93014120,1344279,C,0, ,0,300,1080214,0
002857.SZ,002857,20260325,93014150,1344774,C,0, ,0,100,1080180,0
002857.SZ,002857,20260325,93014270,1346429,C,0, ,0,100,1089340,0
002857.SZ,002857,20260325,93014270,1346454,C,0, ,0,200,1092506,0
